Database|Continent|Reference|Sample_ID|Age|d18O|d18O_2sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|pll-149|1758|5.1|0.3|0.00024|0.281483|0.000014|-6.7|0.5|2709
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|pll-150|1918|11.6|0.6|0.00062|0.281698|0.000012|4.1|0.4|2155
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|pll-156|1861|5.1|0.3|0.00008|0.281239|0.000012|-12.8|0.4|3173
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|pll-157|1879|3.3|0.3|0.00049|0.281569|0.000014|-1.2|0.5|2459
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_1|1702|5.1|0.4|0.00080|0.281834|0.000020|3.8|0.7|1996
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_6|2653|5.4|0.3|0.00030|0.281057|0.000022|-1.3|0.8|3092
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_15|2777|4.5|0.3|0.00023|0.281044|0.000022|1.2|0.8|3033
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_17|2727|5.6|0.3|0.00035|0.281058|0.000018|0.4|0.6|3047
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_19|2790|4.5|0.3|0.00019|0.281023|0.000020|0.9|0.7|3067
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_20|2789|4.2|0.2|0.00116|0.281160|0.000026|3.9|0.9|2877
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_23|2687|2.7|0.3|0.00042|0.281093|0.000024|0.5|0.9|3003
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_24|2618|6.4|0.3|0.00017|0.281059|0.000020|-1.8|0.7|3095
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_25|1656|7.7|0.3|0.00225|0.281848|0.000024|1.7|0.9|2096
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_33|2705|6.9|0.3|0.00014|0.281062|0.000022|0.4|0.8|3029
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_37|2703|3.9|0.3|0.00060|0.281093|0.000024|0.6|0.9|3015
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_40|1936|4.8|0.4|0.00048|0.281333|0.000022|-8.3|0.8|2949
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_42|1709|4.3|0.3|0.00077|0.281882|0.000024|5.7|0.9|1881
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_43|2745|4.3|0.3|0.00050|0.281046|0.000020|0.1|0.7|3080
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_46|2714|4.4|0.3|0.00021|0.281047|0.000020|-0.1|0.7|3065
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_47|1594|5.8|0.3|0.00030|0.281866|0.000022|3.1|0.8|1956
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_48|2779|4.7|0.3|0.00040|0.281039|0.000026|0.8|0.9|3062
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_52|1743|5.8|0.3|0.00060|0.281507|0.000032|-6.6|1.1|2691
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_59|1690|7.3|0.4|0.00144|0.281863|0.000022|3.9|0.8|1985
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_1.1|1760|3.7|0.2|0.00048|0.281172|0.000026|-18.0|0.9|3415
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_2.1|2824|4.0|0.3|0.00066|0.281090|0.000032|3.1|1.1|2952
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_3.1|1646|5.1|0.5|0.00084|0.281876|0.000032|4.0|1.1|1938
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_5.1|2827|5.0|0.4|0.00048|0.281041|0.000030|1.8|1.1|3037
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_7.1|2610|5.1|0.3|0.00022|0.281148|0.000034|1.1|1.2|2908
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_10.1|1739|6.2|0.2|0.00089|0.281816|0.000028|3.9|1.0|2021
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_|1791|-2.1|0.2|0.00028|0.281302|0.000026|-12.4|0.9|3094
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_17.1|1336|5.7|0.3|0.00076|0.282064|0.000030|3.8|1.1|1698
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_19.1|2726|5.4|0.3|0.00334|0.281227|0.000038|0.8|1.4|3020
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_21.2|2665|5.5|0.4|0.00016|0.281066|0.000034|-0.5|1.2|3048
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_26.1|1788|5.1|0.4|0.00035|0.281317|0.000034|-12.0|1.2|3067
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_30.1|1714|9.5|0.4|0.00055|0.281468|0.000030|-8.6|1.1|2793
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_31.1|1755|5.4|0.5|0.00019|0.281274|0.000028|-14.1|1.0|3172
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_32.1|1745|5.9|0.6|0.00086|0.281794|0.000036|3.3|1.3|2064
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_34.1|2436|8.3|0.4|0.00014|0.281081|0.000026|-5.2|0.9|3160
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_35.1|1632|6.4|0.4|0.00080|0.281877|0.000034|3.8|1.2|1942
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_36.1|1222|5.0|0.2|0.00062|0.282295|0.000032|9.6|1.1|1234
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_37.1|1734|8.1|0.4|0.00064|0.281781|0.000032|2.9|1.1|2084
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_38.1|1079|4.6|0.5|0.00106|0.282202|0.000032|2.8|1.1|1557
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_40.1|1843|4.4|0.2|0.00087|0.281764|0.000034|4.4|1.2|2073
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_43.1|2541|6.6|0.4|0.00028|0.281055|0.000026|-4.0|0.9|3165
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_45.1|2616|5.5|0.5|0.00105|0.281092|0.000032|-2.3|1.1|3121
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_46.1|1723|6.6|0.6|0.00081|0.281778|0.000026|2.3|0.9|2110
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_50.1|1789|5.2|0.2|0.00156|0.281769|0.000034|2.6|1.2|2147
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_56.1|1791|6.1|0.4|0.00075|0.281572|0.000034|-3.4|1.2|2527
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC3_63.1|2579|6.0|0.4|0.00021|0.281072|0.000028|-2.4|1.0|3096
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_2|1590|8.9|0.3|0.00076|0.281886|0.000020|3.2|0.7|1945
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_4|1601|7.2|0.4|0.00108|0.281899|0.000020|3.6|0.7|1931
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_9|1681|6.7|0.3|0.00064|0.281840|0.000022|3.8|0.8|1984
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_12|1788|7.3|0.4|0.00045|0.281451|0.000020|-7.4|0.7|2777
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_14|1275|6.9|0.3|0.00100|0.282110|0.000026|3.9|0.9|1645
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_1.1|1203|6.4|0.3|0.00068|0.282206|0.000030|6.0|1.1|1453
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_2.1|1725|9.2|0.3|0.00123|0.281868|0.000032|5.1|1.1|1937
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_3.1|1652|4.2|0.4|0.00048|0.281873|0.000032|4.5|1.1|1916
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_8.1|1367|8.5|0.3|0.00051|0.281941|0.000028|0.4|1.0|1944
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_10.1|1189|5.8|0.5|0.00092|0.282271|0.000054|7.8|1.9|1325
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_12.1|2973|6.7|0.5|0.00045|0.280980|0.000020|3.1|0.7|3077
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_12.2|2905|6.4|0.3|0.00035|0.280995|0.000020|2.2|0.7|3074
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_14.1|1772|6.0|0.3|0.00114|0.281812|0.000026|4.2|0.9|2028
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_17.1|1727|7.6|0.3|0.00106|0.281825|0.000020|3.8|0.7|2020
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_22.1|1189|6.3|0.3|0.00105|0.282235|0.000022|6.4|0.8|1414
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_22.2|1117|6.2|0.2|0.00067|0.282247|0.000028|5.5|1.0|1413
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_25.1|1051|7.6|0.5|0.00064|0.282177|0.000020|1.6|0.7|1612
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_26.1|1873|6.0|0.3|0.00031|0.281327|0.000020|-9.7|0.7|2989
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_27.1|1899|4.9|0.4|0.00109|0.281441|0.000024|-6.1|0.9|2781
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_27.2|1866|4.8|0.5|0.00053|0.281450|0.000022|-5.8|0.8|2736
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_29.2|1116|8.1|0.3|0.00062|0.282046|0.000026|-1.6|0.9|1869
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_31.2|1873|3.2|0.4|0.00034|0.281278|0.000024|-11.5|0.9|3100
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_32.1|1825|4.6|0.4|0.00057|0.281739|0.000028|3.5|1.0|2116
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_33.1|1738|6.1|0.3|0.00087|0.281844|0.000036|4.9|1.3|1957
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_34.1|1905|9.3|0.3|0.00032|0.281519|0.000028|-2.2|1.0|2541
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_36.1|1767|5.7|0.2|0.00033|0.281489|0.000024|-6.4|0.9|2696
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_39.1|1747|4.4|0.5|0.00037|0.281756|0.000038|2.6|1.3|2113
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_41.1|1653|4.9|0.3|0.00053|0.281888|0.000036|5.0|1.3|1885
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_42.1|2496|5.8|0.3|0.00064|0.281070|0.000020|-5.1|0.7|3199
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_42.2|2589|5.9|0.4|0.00077|0.281081|0.000022|-2.8|0.8|3131
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_43.1|1115|7.6|0.3|0.00103|0.282146|0.000040|1.6|1.4|1661
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_44.1|2646|5.7|0.2|0.00036|0.281047|0.000034|-1.9|1.2|3125
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_45.1|2604|7.0|0.3|0.00011|0.280999|0.000022|-4.2|0.8|3231
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_46.1|1338|10.1|0.5|0.00097|0.281907|0.000020|-1.9|0.7|2065
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_46.2|1360|9.5|0.3|0.00109|0.281956|0.000018|0.3|0.6|1948
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_48.1|1644|5.6|0.3|0.00052|0.281880|0.000024|4.5|0.9|1908
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_52.3|1107|8.7|0.2|0.00059|0.282168|0.000016|2.6|0.6|1595
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_55.1|2645|8.3|0.2|0.00019|0.281043|0.000022|-1.8|0.8|3115
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_56.1|1806|6.8|0.2|0.00049|0.281539|0.000020|-3.9|0.7|2572
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_58.1|1160|7.5|0.3|0.00030|0.282181|0.000022|4.4|0.8|1518
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_58.2|1139|6.9|0.4|0.00069|0.282183|0.000014|3.7|0.5|1546
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_58.3|1124|7.2|0.4|0.00044|0.282148|0.000018|2.3|0.6|1623
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_59.1|1480|5.6|0.3|0.00137|0.281954|0.000032|2.6|1.1|1898
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_60.1|2717|4.8|0.3|0.00064|0.281008|0.000020|-2.2|0.7|3198
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_61.1|1762|7.0|0.3|0.00118|0.281594|0.000030|-3.8|1.1|2528
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_62.1|1154|5.8|0.2|0.00037|0.282183|0.000026|4.3|0.9|1521
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_63.1|1676|5.1|0.2|0.00047|0.281859|0.000024|4.5|0.9|1932
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_65.1|1311|4.5|0.3|0.00064|0.282152|0.000028|6.5|1.0|1506
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_66.1|2794|5.8|0.3|0.00035|0.281035|0.000026|1.1|0.9|3057
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC5_67.1|1103|6.4|0.3|0.00068|0.282249|0.000036|5.3|1.3|1417
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_2.1|1108|4.2|0.3|0.00052|0.282317|0.000020|7.9|0.7|1250
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_3.1|2829|6.0|0.4|0.00032|0.280968|0.000028|-0.4|1.0|3179
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_4.1|2826|5.0|0.4|0.00044|0.280986|0.000018|-0.1|0.6|3154
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_5.1|1702|6.8|0.4|0.00069|0.281478|0.000022|-8.7|0.8|2788
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_8.1|1776|5.5|0.3|0.00155|0.281767|0.000030|2.2|1.1|2159
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_11.1|1053|5.2|0.6|0.00066|0.282221|0.000022|3.2|0.8|1511
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_12.1|1278|7.9|0.2|0.00054|0.282032|0.000026|1.6|0.9|1795
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_13.1|1166|6.1|0.5|0.00080|0.282230|0.000040|5.9|1.4|1427
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_16.1|1649|6.2|0.2|0.00060|0.281854|0.000020|3.6|0.7|1969
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_17.1|1775|6.0|0.2|0.00130|0.281791|0.000026|3.4|0.9|2086
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_18.2|1820|5.5|0.7|0.00057|0.281042|0.000036|-21.3|1.3|3671
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_21.1|1725|5.8|0.3|0.00099|0.281822|0.000024|3.7|0.9|2023
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_23.1|1337|8.6|0.2|0.00064|0.281957|0.000030|0.2|1.1|1934
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_24.1|1095|5.6|0.2|0.00223|0.282277|0.000036|5.0|1.3|1431
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_25.1|2764|5.5|0.5|0.00084|0.281045|0.000028|-0.2|1.0|3111
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_27.1|2789|7.7|0.2|0.00158|0.281011|0.000030|-2.2|1.1|3257
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_29.1|2719|5.8|0.3|0.00051|0.281068|0.000022|0.2|0.8|3050
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_29.2|2704|5.6|0.3|0.00024|0.281059|0.000016|0.1|0.6|3047
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_30.1|1187|5.4|0.3|0.00103|0.282289|0.000022|8.3|0.8|1291
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_31.1|2758|6.5|0.2|0.00077|0.280979|0.000020|-2.5|0.7|3252
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_34.2|2811|5.3|0.4|0.00085|0.281043|0.000020|0.8|0.7|3087
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_35.1|1194|4.8|0.4|0.00015|0.282281|0.000024|8.9|0.9|1260
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_36.1|1697|4.7|0.3|0.00140|0.281492|0.000026|-9.1|0.9|2811
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_37.1|1888|6.9|0.2|0.00038|0.281551|0.000020|-1.5|0.7|2485
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_41.1|2770|5.8|0.2|0.00062|0.280987|0.000024|-1.7|0.9|3209
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_43.1|1776|6.6|0.2|0.00051|0.281669|0.000024|0.0|0.9|2301
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_44.1|1627|6.2|0.2|0.00056|0.281847|0.000024|2.9|0.9|1996
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_45.1|1795|5.2|0.4|0.00065|0.281743|0.000024|2.9|0.9|2133
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_46.1|1220|6.0|0.6|0.00059|0.282175|0.000022|5.3|0.8|1509
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_47.1|2770|6.0|0.3|0.00051|0.281040|0.000018|0.4|0.6|3079
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_48.1|1835|9.3|0.3|0.00036|0.281534|0.000028|-3.3|1.0|2555
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_49.2|2044|3.4|0.2|0.00016|0.281124|0.000022|-12.8|0.8|3318
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_50.1|1181|5.4|0.2|0.00020|0.282231|0.000034|6.8|1.2|1385
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_52.2|1730|3.6|0.4|0.00023|0.281412|0.000028|-9.9|1.0|2884
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_53.1|1254|5.2|0.4|0.00024|0.282130|0.000024|4.8|0.9|1571
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_55.1|1751|4.1|0.2|0.00011|0.281535|0.000024|-4.9|0.9|2588
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_61.1|1882|4.7|0.3|0.00065|0.281490|0.000022|-4.1|0.8|2647
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC6_63.1|2759|4.4|0.4|0.00035|0.281033|0.000022|0.2|0.8|3083
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_1.1|2736|4.7|0.4|0.00041|0.280968|0.000028|-2.8|1.0|3248
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_2.1|2756|4.8|0.4|0.00031|0.280957|0.000028|-2.5|1.0|3248
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_2.2|2836|5.2|0.4|0.00018|0.280922|0.000020|-1.6|0.7|3259
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_3.1|2718|5.2|0.5|0.00035|0.280983|0.000022|-2.5|0.8|3220
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_4.1|2655|5.3|0.3|0.00047|0.280970|0.000022|-4.7|0.8|3302
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_5.1|2665|5.7|0.4|0.00026|0.280962|0.000020|-4.4|0.7|3290
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_5.2|2835|5.0|0.3|0.00019|0.280977|0.000028|0.3|1.0|3139
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_6.1|2674|4.9|0.4|0.00028|0.280834|0.000020|-8.7|0.7|3569
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_6.2|2636|5.4|0.4|0.00021|0.280847|0.000030|-9.0|1.1|3556
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_7.2|2759|4.9|0.6|0.00019|0.280976|0.000044|-1.5|1.6|3191
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_8.1|1790|5.5|0.2|0.00025|0.281020|0.000032|-22.4|1.1|3714
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_9.1|2790|6.0|0.2|0.00045|0.280975|0.000030|-1.3|1.1|3204
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_10.1|2778|5.1|0.3|0.00053|0.280996|0.000016|-1.0|0.6|3174
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_11.1|2714|5.2|0.3|0.00018|0.280960|0.000018|-3.1|0.6|3254
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_11.2|2775|5.1|0.4|0.00014|0.280946|0.000016|-2.1|0.6|3240
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_12.1|2835|4.8|0.4|0.00022|0.280873|0.000016|-3.5|0.6|3372
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_12.2|2755|4.8|0.3|0.00019|0.280923|0.000018|-3.5|0.6|3310
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_14.1|2826|5.0|0.5|0.00028|0.280957|0.000022|-0.8|0.8|3200
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_14.2|2777|5.6|0.4|0.00013|0.280983|0.000022|-0.7|0.8|3156
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_15.1|2801|8.0|0.6|0.00027|0.281019|0.000018|0.8|0.6|3078
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_17.1|2727|4.7|0.4|0.00040|0.280973|0.000022|-2.8|0.8|3242
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_17.2|2527|5.0|0.4|0.00023|0.280980|0.000046|-6.9|1.6|3334
