Database|Continent|Reference|Sample_ID|Age|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|Eurasia|Lizuka et al. 2010, GCA 74|YZ1_zrn145  |2473|0.00032|0.281338|0.000051|4.5|1.8|2583
Dhuime et al., 2012 Science|Eurasia|Lizuka et al. 2010, GCA 74|YZ1_zrn149  |216|0.00075|0.282606|0.000057|-1.6|2|1150
Dhuime et al., 2012 Science|Eurasia|Lizuka et al. 2010, GCA 74|YZ1_zrn150  |945|0.0002|0.282008|0.000051|-6.5|1.8|2044
Dhuime et al., 2012 Science|Eurasia|Lizuka et al. 2010, GCA 74|YZ1_zrn152  |222|0.00054|0.282656|0.000048|0.3|1.7|1029
Dhuime et al., 2012 Science|Eurasia|Lizuka et al. 2010, GCA 74|YZ1_zrn153  |144|0.00414|0.282182|0.000054|-18.5|1.9|2180
Dhuime et al., 2012 Science|Eurasia|Lizuka et al. 2010, GCA 74|YZ1_zrn154  |217|0.00052|0.282664|0.000043|0.5|1.5|1013
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 01|1384|0.00101|0.28178|0.000013|-5.4|0.5|2327
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 02|915|0.00127|0.282261|0.000015|1.2|0.5|1530
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 04|603|0.00162|0.281893|0.000013|-18.8|0.5|2554
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 05|970|0.00053|0.282297|0.000014|4.1|0.5|1383
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 06|2013|0.00186|0.281559|0.000013|-0.4|0.5|2516
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 08|1764|0.00112|0.281598|0.000013|-3.5|0.5|2513
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 09|1164|0.00099|0.282074|0.000013|0.2|0.4|1794
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 10|2475|0.0006|0.281372|0.000025|5.3|0.9|2534
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 100|885|0.00106|0.282227|0.000019|-0.6|0.7|1618
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 12|2374|0.00062|0.281103|0.000014|-6.7|0.5|3201
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 13|2573|0.00139|0.28109|0.000013|-3.9|0.5|3188
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 14|858|0.00089|0.282117|0.000011|-5|0.4|1878
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 15|2480|0.00003|0.281309|0.000012|4.1|0.4|2613
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 16|911|0.00066|0.282288|0.000014|2.4|0.5|1446
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 17|1071|0.00114|0.28248|0.000016|12.4|0.6|1071
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 18|1008|0.00065|0.282134|0.000012|-0.9|0.4|1737
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 20|950|0.00063|0.281967|0.000017|-8.1|0.6|2152
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 21|1043|0.0007|0.281896|0.000013|-8.6|0.5|2257
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 22|1168|0.00104|0.282048|0.000012|-0.7|0.4|1854
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 23|990|0.00131|0.282204|0.000013|0.8|0.5|1617
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 25|1868|0.00101|0.281605|0.000013|-0.8|0.5|2427
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 26|1211|0.00271|0.282015|0.000016|-2.2|0.6|1987
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 27|2373|0.00081|0.28085|0.000015|-16|0.5|3776
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 28|711|0.00184|0.282088|0.000016|-9.6|0.6|2060
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 30|2420|0.00095|0.281132|0.000012|-5.1|0.4|3140
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 32|944|0.00088|0.281991|0.000012|-7.5|0.4|2110
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 33|1540|0.00118|0.281866|0.00002|1|0.7|2049
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 34|977|0.00067|0.282132|0.00002|-1.7|0.7|1762
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 35|858|0.00088|0.281191|0.000018|-37.8|0.7|3938
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 36|1010|0.00085|0.282118|0.000014|-1.5|0.5|1781
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 37|803|0.00249|0.282106|0.000021|-7.4|0.7|1990
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 38|557|0.00036|0.282248|0.000016|-6.7|0.6|1750
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 39|2573|0.00048|0.280981|0.000017|-6.2|0.6|3331
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 41|1400|0.00103|0.282011|0.000014|3.2|0.5|1794
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 42|1087|0.00062|0.282036|0.000017|-2.6|0.6|1909
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 43|2809|0.0007|0.281004|0.000015|-0.3|0.5|3157
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 45|988|0.00114|0.2818|0.000018|-13.5|0.7|2525
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 46|1978|0.00151|0.281693|0.000015|4.1|0.6|2204
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 47|1349|0.00099|0.281749|0.000019|-7.2|0.7|2415
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 48|2472|0.00024|0.280874|0.000017|-11.9|0.6|3603
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 49|789|0.00117|0.282299|0.00002|-0.2|0.7|1514
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 50|802|0.00184|0.282502|0.000022|7|0.8|1064
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 51|895|0.0014|0.282352|0.000022|3.9|0.8|1339
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 52|919|0.00129|0.281702|0.000021|-18.6|0.8|2790
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 53|815|0.00245|0.282363|0.000025|2|0.9|1397
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 54|1787|0.00098|0.281556|0.000018|-4.3|0.6|2583
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 55|1792|0.00049|0.281524|0.000016|-4.8|0.6|2614
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 56|863|0.00053|0.282196|0.000017|-1.8|0.6|1682
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 57|1265|0.00173|0.281831|0.000022|-6.8|0.8|2321
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 58|1647|0.00061|0.281454|0.00002|-10.7|0.7|2870
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 59|755|0.00212|0.282677|0.000023|12|0.8|755
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 60|851|0.00058|0.282017|0.000023|-8.5|0.8|2098
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 61|838|0.00085|0.282132|0.000021|-4.9|0.8|1855
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 62|835|0.0006|0.282344|0.000037|2.7|1.3|1365
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 63|2836|0.00113|0.281077|0.000027|2|1|3031
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 64|1120|0.00129|0.281967|0.000026|-4.8|0.9|2078
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 65|886|0.00066|0.282141|0.000024|-3.4|0.8|1798
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 66|1052|0.00079|0.282341|0.000024|7.3|0.8|1243
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 67|1110|0.00211|0.282392|0.000022|9.4|0.8|1154
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 68|674|0.00071|0.282527|0.000025|5.6|0.9|1047
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 70|1442|0.00144|0.28163|0.000022|-9.8|0.8|2654
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 71|847|0.00027|0.282044|0.000023|-7.4|0.8|2027
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 72|1009|0.00055|0.282188|0.000024|1.1|0.9|1610
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 74|1865|0.00134|0.281559|0.000024|-3|0.9|2558
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 75|802|0.00136|0.282172|0.000024|-4.5|0.8|1802
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 76|651|0.00158|0.282534|0.000025|5|0.9|1070
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 77|868|0.00209|0.282515|0.000027|8.7|0.9|1006
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 78|880|0.00183|0.282147|0.000023|-3.9|0.8|1830
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 79|995|0.0011|0.282229|0.000023|1.9|0.8|1547
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 80|1034|0.00102|0.282144|0.00002|-0.2|0.7|1715
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 81|874|0.0003|0.281851|0.000024|-13.7|0.9|2446
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 82|1874|0.00143|0.281592|0.00002|-1.7|0.7|2485
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 84|3538|0.0021|0.280496|0.000022|-4.9|0.8|4029
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 85|1144|0.00136|0.282207|0.000023|4.2|0.8|1522
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 86|1864|0.00083|0.281587|0.000024|-1.3|0.8|2455
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 87|1877|0.00055|0.281483|0.000023|-4.4|0.8|2657
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 88|963|0.00093|0.282103|0.000035|-3.2|1.2|1847
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 89|1432|0.00116|0.281834|0.000022|-2.6|0.8|2185
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 90|634|0.00091|0.282142|0.000025|-9|0.9|1958
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 91|963|0.00121|0.282365|0.000023|5.9|0.8|1261
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 92|1279|0.00115|0.282017|0.000021|0.6|0.7|1862
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 93|866|0.00072|0.28247|0.000027|7.8|0.9|1059
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 94|654|0.00272|0.282467|0.00002|2.2|0.7|1254
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 95|2004|0.00006|0.281328|0.000018|-6.3|0.6|2882
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 96|1067|0.00077|0.282098|0.000021|-0.9|0.8|1788
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 97|993|0.00146|0.282204|0.000019|0.7|0.7|1622
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 98|1119|0.00088|0.281723|0.00002|-13.2|0.7|2608
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK1S 99|1509|0.00068|0.281883|0.000019|1.4|0.7|1998
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 01|729|0.00207|0.281941|0.000016|-14.6|0.6|2390
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 02|1081|0.00072|0.282094|0.000017|-0.7|0.6|1786
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 04|824|0.0025|0.282202|0.000019|-3.6|0.7|1761
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 06|1027|0.00129|0.282195|0.00002|1.2|0.7|1616
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 07|1400|0.00057|0.281744|0.000016|-5.9|0.6|2372
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 08|855|0.001|0.28252|0.000021|9.2|0.7|961
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 09|812|0.00061|0.282175|0.000017|-3.8|0.6|1765
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 10|1434|0.00193|0.282096|0.000018|6|0.6|1637
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 100|1039|0.00154|0.282475|0.000015|11.3|0.5|1039
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 12|1208|0.00062|0.281786|0.000017|-8.8|0.6|2400
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 13|941|0.00083|0.281819|0.000018|-13.7|0.6|2497
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 15|981|0.00057|0.28189|0.000016|-10.1|0.6|2302
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 16|2343|0.00135|0.281304|0.00002|-1.4|0.7|2845
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 17|2462|0.00056|0.281171|0.00002|-2.1|0.7|2987
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 18|976|0.00044|0.282006|0.000019|-6|0.7|2038
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 19|1076|0.001|0.282069|0.000019|-1.9|0.7|1858
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 20|407|0.00066|0.282261|0.000018|-9.7|0.6|1821
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 21|758|0.00155|0.282652|0.000021|11.5|0.8|758
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 22|835|0.00102|0.282194|0.000014|-2.8|0.5|1720
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 24|2536|0.00061|0.280864|0.000019|-11.5|0.7|3626
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 27|2517|0.0004|0.281209|0.000017|0.8|0.6|2851
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 28|2165|0.00059|0.281542|0.000019|4.2|0.7|2348
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 29|516|0.00144|0.2823|0.000018|-6.2|0.7|1682
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 31|918|0.00125|0.28239|0.000015|5.8|0.5|1233
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 32|1704|0.00096|0.281829|0.000018|3.5|0.6|2017
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 33|1070|0.00088|0.282373|0.000017|8.8|0.6|1163
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 34|2425|0.00064|0.281188|0.000015|-2.5|0.5|2982
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 35|1015|0.00055|0.282163|0.000016|0.4|0.6|1662
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 36|1451|0.00202|0.282105|0.000016|6.7|0.6|1612
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 37|2521|0.00061|0.281366|0.000017|6.1|0.6|2521
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 39|1190|0.00058|0.282032|0.000014|-0.4|0.5|1853
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 41|2536|0.00023|0.281313|0.000018|5.2|0.6|2589
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 42|990|0.00094|0.28209|0.000016|-3|0.6|1860
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 44|1057|0.0018|0.282172|0.000016|0.7|0.6|1673
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 46|2425|0.00106|0.281077|0.000016|-7.2|0.6|3272
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 47|2134|0.00134|0.281433|0.000019|-1.4|0.7|2680
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 48|2174|0.00083|0.281152|0.000017|-9.8|0.6|3234
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 49|573|0.00086|0.282059|0.000015|-13.3|0.5|2181
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 50|976|0.00012|0.281795|0.00002|-13.3|0.7|2500
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 51|2496|0.00063|0.28094|0.000018|-9.7|0.6|3486
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 52|2307|0.00073|0.28124|0.000018|-3.5|0.6|2949
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 53|1126|0.00064|0.281961|0.000017|-4.4|0.6|2055
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 54|1189|0.00093|0.282346|0.000015|10.4|0.5|1189
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 55|966|0.00004|0.282471|0.000015|10.5|0.5|966
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 56|882|0.0007|0.282004|0.000016|-8.3|0.6|2110
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 58|964|0.00123|0.282409|0.000019|7.5|0.7|1159
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 59|1840|0.00118|0.281547|0.000023|-3.7|0.8|2586
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 60|645|0.00134|0.282109|0.000019|-10.1|0.7|2036
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 61|878|0.00171|0.282602|0.000017|12.2|0.6|878
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 62|1172|0.00169|0.282427|0.000016|12.3|0.6|1172
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 63|1397|0.00044|0.281946|0.000014|1.3|0.5|1911
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 64|714|0.00056|0.28244|0.000016|3.5|0.6|1217
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 65|909|0.00041|0.281903|0.000018|-11.1|0.6|2312
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 66|605|0.00077|0.282326|0.000018|-3.1|0.6|1553
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 67|3138|0.00037|0.280938|0.000022|5.6|0.8|3138
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 68|858|0.00105|0.28262|0.000018|12.8|0.6|858
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 69|375|0.00145|0.282383|0.000017|-6.2|0.6|1573
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 70|919|0.00083|0.281886|0.000016|-11.8|0.6|2360
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 71|2848|0.00073|0.281017|0.000019|1|0.7|3107
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 72|2462|0.00047|0.281176|0.000016|-1.8|0.6|2968
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 73|982|0.00078|0.282098|0.000014|-2.8|0.5|1840
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 74|1092|0.00142|0.282238|0.000016|4.1|0.6|1484
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 75|893|0.00267|0.28208|0.000016|-6.5|0.6|2007
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 78|533|0.00179|0.282341|0.000016|-4.5|0.6|1586
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 80|1827|0.00094|0.281641|0.000015|-0.4|0.5|2366
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 82|938|0.00099|0.282202|0.000015|-0.3|0.5|1640
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 83|1137|0.00039|0.281845|0.000017|-8.1|0.6|2298
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 84|525|0.00099|0.282317|0.000014|-5.2|0.5|1627
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 85|1081|0.00125|0.282068|0.000019|-2|0.7|1870
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 86|1029|0.00095|0.282024|0.000019|-4.5|0.7|1987
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 87|2476|0.00189|0.281325|0.000021|1.4|0.8|2776
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 89|501|0.00135|0.282306|0.000016|-6.2|0.6|1674
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 90|618|0.00087|0.281771|0.000018|-22.5|0.6|2799
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 91|3169|0.00063|0.280568|0.000017|-7.4|0.6|3883
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 92|819|0.0006|0.282198|0.000019|-2.8|0.7|1706
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 93|627|0.00071|0.282497|0.000024|3.5|0.8|1147
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 94|951|0.00005|0.281976|0.000014|-7.4|0.5|2107
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 95|608|0.00026|0.282123|0.000015|-10|0.5|1999
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 96|1113|0.00061|0.281913|0.000017|-6.4|0.6|2171
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 97|2435|0.0006|0.281078|0.000018|-6.1|0.7|3215
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK2aS 99|2432|0.00069|0.281232|0.000016|-0.9|0.6|2885
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK3bD 01|1882|0.00044|0.2815|0.000017|-3.5|0.6|2607
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK3bD 02|1853|0.00111|0.281589|0.000014|-1.9|0.5|2480
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK3bD 03|955|0.00062|0.28218|0.000015|-0.4|0.5|1663
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK3bD 04|2594|0.00104|0.280856|0.000015|-11.1|0.6|3653
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK3bD 05|616|0.00068|0.282241|0.000014|-5.8|0.5|1737
Dhuime et al., 2012 Science|Eurasia|Ravikant et al. 2011, EPSL 304|BK3bD 06|1120|0.00033|0.282268|0.000019|6.6|0.7|1345
