Database|Reference|Sample_ID|Comments|Age|d18O|d18O_2sigma
Payne et al., 2016 LITHOS|Herve et al. (2013)|3|D|605.7|7.34|0.28
Payne et al., 2016 LITHOS|Herve et al. (2013)|25|D|627.8|7.99|0.28
Payne et al., 2016 LITHOS|Herve et al. (2013)|13|D|632.1|6.65|0.28
Payne et al., 2016 LITHOS|Herve et al. (2013)|69.1|D|660.6|8.50|0.45
Payne et al., 2016 LITHOS|Herve et al. (2013)|13|D|739.4|5.43|0.41
Payne et al., 2016 LITHOS|Herve et al. (2013)|8|D|771.6|10.68|0.30
Payne et al., 2016 LITHOS|Herve et al. (2013)|9|D|806.6|5.76|0.39
Payne et al., 2016 LITHOS|Herve et al. (2013)|29|D|827.1|8.63|0.34
Payne et al., 2016 LITHOS|Herve et al. (2013)|55.1|D|1008.7|8.29|0.41
Payne et al., 2016 LITHOS|Huang et al. (2011)|XY18-1|I_av|152.4|9.11|
Payne et al., 2016 LITHOS|Huang et al. (2011)|XY17-6|I_av|154.0|8.98|
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-052|D|123.0|4.67|0.93
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-11|D|142.0|5.71|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-042|D|146.0|5.05|0.94
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-49|D|155.0|6.55|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-09|D|168.0|5.89|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-15|D|188.0|6.23|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-050|D|202.0|5.08|0.93
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-051|D|268.0|6.93|0.61
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-132|D|270.0|7.57|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-057|D|278.0|6.92|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-062|D|301.0|3.68|0.94
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-117|D|306.0|6.78|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-099|D|335.0|5.77|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-105|D|402.0|6.47|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-01|D|451.0|6.57|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-69|D|464.0|7.65|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-52|D|481.0|12.82|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-29|D|483.0|5.80|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-15|D|486.0|6.49|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-52|D|486.0|5.49|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-129|D|490.0|6.73|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-16|D|490.0|7.17|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-33|D|491.0|7.93|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-050|D|493.0|7.94|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-09|D|494.0|6.72|0.61
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-31|D|494.0|7.83|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-59|D|498.0|10.65|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-17|D|501.0|5.02|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-44|D|505.0|6.27|0.57
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-065|D|507.0|11.58|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-38|D|510.0|10.11|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-48|D|510.0|7.69|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-088|D|514.0|8.48|0.54
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-095|D|514.0|10.97|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-61|D|514.0|6.91|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-26|D|515.0|9.10|0.95
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-042|D|518.0|6.00|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-44|D|521.0|8.17|0.97
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-081|D|522.0|6.53|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-69|D|522.0|7.32|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-045|D|523.0|8.20|0.93
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-20|D|526.0|11.30|0.61
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-123|D|528.0|7.90|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-74|D|531.0|8.70|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-076|D|533.0|9.13|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-030|D|534.0|8.50|0.70
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-087|D|539.0|9.70|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-039|D|540.0|6.47|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-09|D|542.0|10.34|0.76
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-66|D|544.0|7.84|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-75|D|545.0|6.22|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-23|D|546.0|9.84|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-19|D|546.0|6.94|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-43|D|548.0|6.77|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-011|D|549.0|7.69|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-017|D|550.0|6.69|0.57
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-052|D|550.0|7.14|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-088|D|552.0|7.58|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-64|D|553.0|5.54|0.57
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-091|D|554.0|9.42|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-13|D|554.0|6.63|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-24|D|554.0|8.45|1.03
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-38|D|555.0|7.88|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-060|D|557.0|7.31|0.57
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-38|D|557.0|8.94|0.96
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-043|D|559.0|8.38|0.98
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-01|D|559.0|8.85|0.75
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-40|D|559.0|8.62|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-47|D|559.0|6.48|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-26|D|560.0|7.50|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-085|D|560.0|10.09|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-081|D|561.0|9.50|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-33|D|563.0|9.51|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-22|D|564.0|7.02|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-041|D|564.0|6.90|0.57
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-42|D|565.0|5.93|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-015|D|565.0|10.05|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-41|D|568.0|7.88|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-17|D|570.0|6.90|0.62
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-05|D|572.0|8.26|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-20|D|572.0|8.61|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-003|D|573.0|5.07|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-45|D|575.0|6.93|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-18|D|579.0|6.37|0.61
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-50|D|579.0|8.09|0.61
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-092|D|582.0|10.07|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-44|D|584.0|8.78|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-10|D|585.0|5.86|0.59
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-059|D|586.0|5.35|0.61
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-67|D|586.0|5.56|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-43|D|586.0|9.14|0.96
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-61|D|587.0|7.28|0.57
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-04|D|588.0|7.45|0.61
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-038|D|588.0|10.60|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-033|D|589.0|6.05|0.56
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-11|D|589.0|7.20|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-015|D|593.0|5.32|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-087|D|593.0|7.11|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-028|D|594.0|5.50|0.57
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|CNG2-anu-zrn-b-010|D|596.0|5.06|0.58
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NGR1-anu-zrn-b-14|D|596.0|7.19|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-022|D|598.0|5.46|0.61
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-03|D|598.0|7.82|0.60
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ORG2-anu-zrn-b-68|D|600.0|6.35|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-112|D|600.0|6.65|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|ZMB2-anu-zrn-b-50|D|600.0|10.43|0.55
Payne et al., 2016 LITHOS|Iizuka et al. (2013)|NIL-anu-zrn-b-101|D|601.0|11.27|0.56
