Database|Reference|Continent|Locality|Sample_ID|Age|Age_1sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf(T)|Tdm_Crustal|d18O|d18O_2sigma|Comments
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D53-5-1|616||0.001997|0.282688|0.000012|9.5|0.94|6.36|0.15|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D53-6-1|616||0.000933|0.282678|0.000012|9.6|0.93|6.72|0.16|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D53-7-1|594||0.001056|0.282676|0.000012|9|0.95|6.34|0.21|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D53-8-1|622||0.001804|0.282668|0.000016|9|0.97|6.1|0.16|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D53-9-1|597||0.001983|0.282688|0.00001|9.1|0.95|6.84|0.2|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D53-10-1|628||0.002642|0.282653|0.000017|8.2|1.02|6.49|0.2|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D53-12-1|624||0.000652|0.282682|0.000017|10|0.91|6.24|0.24|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D54-2-1|577||0.001987|0.282648|0.000015|7.3|1.05|6.54|0.2|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D54-3-1|618||0.001622|0.28265|0.000014|8.3|1.01|5.91|0.23|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D54-4-1|622||0.000593|0.282683|0.000013|10|0.91|6.29|0.18|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D54-5-1|593||0.001984|0.282679|0.000012|8.7|0.97|5.87|0.19|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D54-7-1|611||0.001733|0.2827|0.000018|9.9|0.9|6.14|0.19|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D54-8-1|617||0.000826|0.28265|0.000012|8.7|0.99|7.35|0.19|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D54-15-1|622||0.001456|0.282598|0.000015|6.7|1.12|6.04|0.18|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Ali et al. (2015)|Africa|Saudi Arabia, Jabal Al-Hassir Pluton|D54-12-1|626||0.000641|0.282658|0.000014|9.2|0.96|6.21|0.21|Partial Melting of juvenile crust
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox8|14.5||0.000238435|0.2824044872|0.000016509|-13.1|1.9|7.4||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox7b|14.5||0.0002756173|0.282317391|0.0000097226872054266|-16.2|2.09|12.1||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox7a|14.1||0.00043233|0.2823868515|0.0000194130986325811|-13.8|1.94|9.6||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox4b|286.8||0.0002753039|0.2824196871|0.000018061|-6.6|1.69|7.6||Inherited
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox4a|14.2||0.0004565099|0.2823929475|0.0000173413806834675|-13.6|1.92|9.6||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox3|14.5||0.0009967068|0.2823356033|0.0000183|-15.6|2.05|11.7||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox2|14.2||0.0003445902|0.2823223985|0.0000160451795050862|-16|2.08|11.7||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox1b|14.3||0.0011017454|0.2823178696|0.0000133836158978873|-16.2|2.09|12.1||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox1a|14.4||0.0003179609|0.2823491864|0.0000151911452971819|-15.1|2.02|9.7||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox6|14.2||0.0004523097|0.2823710481|0.0000121248516309675|-14.3|1.97|9.5||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox5b|14.3||0.0022374057|0.2823206749|0.0000166116864321376|-16.1|2.08|11.9||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_6_ox5a|14.6||0.0005310962|0.2823374336|0.0000167084512521798|-15.5|2.04|9.5||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_8_8|258||0.0010224215|0.2825478424|0.0000175869137155073|-2.8|1.43|7.8||Inherited
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_8_7|10.7||0.0014353674|0.2823180935|0.0000213284095587121|-16.3|2.09|9.8||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_8_6|11.2||0.0007150653|0.28222203|0.0000250601896807942|-19.7|2.3|12.6||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_8_3|1665||0.0012312253|0.2813219405|0.000024832|-15.7|3.29|7.6||Inherited
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_8_2|11.3||0.0009445841|0.2824211884|0.0000197753302181444|-12.6|1.86|8.5||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_8_1|11.2||0.0010852636|0.2823782026|0.0000135304900644789|-14.1|1.96|9.4||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_4ox9_UPb11|13.3||0.0008327158|0.2824125211|0.0000112182085991526|-12.9|1.88|9.5||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_4ox2_UPb9|13.2||0.0007402192|0.2824117458|0.0000113130615293384|-12.9|1.88|9.5||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_4ox6|13.5||0.0009149011|0.2823832255|0.000010412|-13.9|1.94|9.7||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_4ox5|13.5||0.0006706248|0.282424188|0.0000146306585515076|-12.5|1.85|9.3||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_4ox1|13.5||0.0016181114|0.2823940327|0.0000106880860786236|-13.5|1.92|8.9||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_3ox6|13.5||0.0008862449|0.2824209236|0.00000727649555704572|-12.6|1.86|9.6||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_3ox5|13.5||0.0009175753|0.282433496|0.0000102154961624213|-12.1|1.83|8.8||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_3ox4|13.5||0.0004480617|0.2823609958|0.0000153188693081614|-14.7|1.99|10.1||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_3ox2|13.5||0.0007281514|0.2823969441|0.000015572|-13.4|1.91|9.9||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_3ox1|13.5||0.0007789662|0.2824271029|0.0000102816365568574|-12.4|1.85|9.5||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Myconos  Islands|989_3ox3|13.5||0.0007909626|0.2824004482|0.0000124946383674635|-13.3|1.91|9.9||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Tinos, |989_10_ox6|15||0.0020995746|0.2825381965|0.0000221190661810349|-8.4|1.6|8.5||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Tinos, |989_10_ox2|15||0.0013323939|0.2825596191|0.000017012206597019|-7.7|1.55|7.9||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Tinos, |989_10_ox1_UPb8|14.7||0.0011098095|0.2825463926|0.0000117531152916643|-8.1|1.58|8.3||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Samos, |989_9_ox7_UPb9|12.1||0.0044716222|0.2828983784|0.0000359356709798802|4.2|0.8|7.6||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Samos, |989_9_ox3|12.1||0.0016192432|0.2827703762|0.000026337|-0.3|1.08|7||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_7_ox7b_UPb10|12.9||0.0006671721|0.2824308637|0.0000207354085847713|-12.2|1.84|8.8||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_7_6ox|12.7||0.0008966543|0.2824611022|0.0000215724483962311|-11.2|1.77|8.9||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_7_5ox|12.7||0.0009050459|0.2824619192|0.0000187456652789902|-11.2|1.77|8.5||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Bolhar et al. (2012)|Europe|Greece, Naxos|989_7_4ox|12.7||0.0007915983|0.2824528685|0.0000208110504881694|-11.5|1.79|8.9||Crustal and Mantle magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 01 |103||0.000832146|0.2827215696|0.0000141352500645073|0|1.14|5.8|0.17188154|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 02 |103||0.0008064951|0.2827486618|0.0000114905562349394|0.9|1.08|5.8|0.208251|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 03 |103||0.0007955217|0.2827490789|0.0000118937743157026|1|1.08|5.6|0.3607458|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 04 |103||0.0007967174|0.2827174864|0.0000118300683741986|-0.2|1.15|5.5|0.2211276|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 05 |103||0.0008595777|0.2827391348|0.0000124783041465344|0.6|1.1|5.7|0.2099918|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 06 |103||0.0007978863|0.2827154186|0.0000106135597131994|-0.2|1.15|5.7|0.2301884|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 07 |103||0.0004867651|0.2827192842|0.0000105421006939328|-0.1|1.14|6|0.12622366|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 08 |103||0.0008642566|0.2827266254|0.0000122546042990255|0.2|1.13|5.9|0.2391506|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 09 |103||0.000854725|0.2827162465|0.0000117112817678173|-0.2|1.15|5.9|0.279649|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 10 |103||0.0008167055|0.2827265302|0.0000110383987027895|0.2|1.13|5.8|0.2559016|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 11 |103||0.0007814104|0.2827705609|0.0000168763326881817|1.7|1.03|5.8|0.19157684|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 12 |103||0.0008057665|0.2827338578|0.0000118657272430744|0.4|1.11|5.6|0.270945|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 13 |103||0.0008741176|0.2827198413|0.000009974|-0.1|1.14|5.8|0.17647786|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 14 |103||0.0007891333|0.2827197209|0.000013090385408779|-0.1|1.14|5.6|0.1823673|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 15 |103||0.0005594172|0.2827004664|0.0000115321868563595|-0.7|1.18|5.6|0.1714788|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 16 |103||0.0006882755|0.2827266325|0.000012321759231485|0.2|1.13|5.3|0.15156804|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 17 |103||0.0007196918|0.2827338155|0.0000113443338097735|0.4|1.11|5.3|0.1777561|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH318 18 |103||0.0008876784|0.2827390842|0.0000132143658948189|0.6|1.1|5.5|0.2474498|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 01 |103||0.0006563527|0.282701085|0.0000144271732343721|-0.7|1.18|5.9|0.18058262|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 02 |103||0.000882939|0.2827329926|0.0000172220606294457|0.4|1.11|5.9|0.19357956|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 03 |103||0.0005420931|0.2827150409|0.00001668890821054|-0.2|1.15|5.9|0.276589|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 04|103||0.0008778755|0.2827175409|0.0000169029334336963|-0.2|1.15|5.5|0.13499162|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 05 |103||0.0007919419|0.2827592935|0.0000143824689272256|1.3|1.05|6|0.14972716|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 06 |103||0.0011635949|0.2827120985|0.0000166532555769582|-0.4|1.16|5.6|0.19270828|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 07 |103||0.0008866202|0.2827122762|0.0000168747432217259|-0.3|1.16|5.9|0.1436743|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 08 |103||0.0007678058|0.282734108|0.0000156817272924881|0.4|1.11|5.6|0.193317|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 09 |103||0.0005308392|0.2827204207|0.0000158508148577158|0|1.14|5.9|0.2006976|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 10 |103||0.0010556543|0.2827200774|0.0000125774078855362|-0.1|1.14|5.7|0.14273848|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 11 |103||0.0010255763|0.282708258|0.0000104173579976613|-0.5|1.17|5.7|0.268287|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 12 |103||0.0009096938|0.2827052662|0.0000131025184584867|-0.6|1.17|5.9|0.2296604|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 13 |103||0.0009090245|0.2827073839|0.0000117896093787315|-0.5|1.17|5.8|0.19569668|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 15 |103||0.0007131565|0.2826951872|0.0000112153050638557|-0.9|1.2|5.8|0.18316812|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 16 |103||0.001152491|0.2827373432|0.0000125070542978456|0.5|1.1|6|0.19794652|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 17 |103||0.0010953922|0.2827365605|0.0000151595956984154|0.5|1.1|6.1|0.14569416|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH326 18 |103||0.0008912857|0.282703385|0.0000143600677986889|-0.7|1.18|5.7|0.2264556|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 01 |103||0.0007535758|0.2827095282|0.0000119895764723506|-0.4|1.16|5.9|0.2148144|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 02 |103||0.0007744121|0.2827135181|0.00000978030680017191|-0.3|1.16|5.9|0.13958762|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 03 |103||0.0009481317|0.2826941633|0.0000106221773536877|-1|1.2|6.1|0.16826876|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 04 |103||0.0009188907|0.2827235787|0.0000110303958494216|0.1|1.13|5.6|0.19593758|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 05 |103||0.0007489653|0.2827252543|0.0000111193778223646|0.1|1.13|5.9|0.2262246|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 06 |103||0.0008432183|0.2827675738|0.000024096|1.6|1.03|5.7|0.14048468|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 07 |103||0.0007315747|0.282707964|0.0000137185513306379|-0.5|1.17|5.9|0.16422664|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 08 |103||0.0009659473|0.2827038643|0.000011495|-0.7|1.18|5.8|0.1637563|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 09 |103||0.0007034665|0.2827441564|0.0000116316805827976|0.8|1.09|5.8|0.2019934|Mixing between mantle and crustally derived magmas
Payne et al., 2016 LITHOS|Chen et al. (2013)|Asia|China, Cathaysia Block, South China, Zhangzhou batholith|08JH328 10 |103||0.0009122094|0.2827176892|0.0000110433425596948|-0.2|1.15|6.1|0.2113622|Mixing between mantle and crustally derived magmas
