Reference,Sample ,U-Pb (Ma) , δ18O ,±2s
61,08SC07-25 ,802,4.7,0.23
61,08SC07-11 ,802,5.5,0.26
61,08SC74-19 ,802,9.9,0.21
18,NIL-anu-zrn-b-077 ,803,5.5,0.6
61,08SC74-172 ,803,4.5,0.31
61,08SC07-41 ,803,4.9,0.22
61,08SC74-85 ,803,5,0.21
61,08SC74-79 ,803,5.2,0.2
18,ZMB2-anu-zrn-b-63 ,804,6.7,0.6
61,08SC74-141 ,804,4.2,0.26
61,08SC07-56 ,804,4.2,0.2
61,08SC07-9 ,804,5,0.24
61,08SC11-26 ,804,5.1,0.28
61,08SC07-23 ,804,7.7,0.24
61,08SC74-76 ,804,9.3,0.26
18,NIL-anu-zrn-b-075 ,804,5.7,0.6
61,08SC74-158 ,805,4.9,0.32
61,08SC07-33 ,805,5.1,0.28
61,08SC74-92 ,805,5.2,0.1
61,08SC74-72 ,805,5.2,0.29
61,08SC74-2 ,805,5.3,0.22
61,08SC07-18 ,805,5.8,0.2
61,08SC07-54 ,805,6.4,0.3
61,08SC74-55 ,805,8.8,0.24
47,PMOG-441_41-24 ,806,8.3,0.3
61,08SC07-51 ,806,4.9,0.25
61,08SC07-35 ,806,5,0.28
61,08SC74-31 ,806,6.9,0.22
61,08SC74-28 ,806,7.2,0.17
61,08SC74-59 ,806,8.3,0.18
18,ZMB2-anu-zrn-b-56 ,806,5.5,0.6
61,08SC07-24 ,807,4.2,0.3
61,08SC74-40 ,807,10.7,0.19
61,08SC07-36 ,808,4.1,0.25
61,08SC07-12 ,808,4.5,0.21
61,08SC11-65 ,808,4.9,0.23
61,08SC74-131 ,808,5.3,0.22
61,08SC11-61 ,808,5.4,0.17
61,08SC07-6 ,808,5.4,0.27
61,08SC74-90 ,808,7.1,0.19
61,08SC07-13 ,809,4.2,0.31
61,08SC74-68 ,809,4.7,0.28
61,08SC07-58 ,809,5.6,0.26
61,08SC11-37 ,809,6,0.16
61,08SC07-53 ,810,4.7,0.27
18,ORG2-anu-zrn-b-23 ,810,9.7,0.9
61,08SC74-120 ,811,4.1,0.19
61,08SC74-113 ,811,4.1,0.24
61,08SC07-4 ,811,4.5,0.17
61,08SC07-26 ,811,5.6,0.26
61,08SC07-37 ,811,6,0.31
61,08SC74-45 ,811,6.9,0.23
61,08SC74-64 ,811,9.3,0.21
61,08SC07-44 ,812,4.5,0.35
61,08SC74-135 ,812,5.7,0.22
61,08SC74-52 ,812,7.2,0.24
18,NIL-anu-zrn-b-055 ,812,6,1
61,08SC07-20 ,813,5,0.2
61,08SC74-180 ,813,5,0.23
61,08SC74-83 ,813,5.2,0.23
61,08SC07-46 ,813,5.7,0.21
61,08SC11-14 ,813,6.5,0.18
61,08SC07-15 ,814,5.9,0.23
61,08SC07-29 ,814,6.5,0.21
61,08SC07-50 ,815,4.2,0.23
61,08SC74-134 ,815,4.3,0.26
61,08SC74-142 ,815,4.5,0.24
61,08SC74-67 ,815,8.4,0.27
18,NIL-anu-zrn-b-108 ,816,6.2,0.6
61,08SC74-163 ,816,5.9,0.27
61,08SC07-16 ,816,7,0.18
61,08SC74-74 ,816,10.1,0.22
19,08LL07 29 ,818,5.3,0.3
47,PMOG-441_41-57 ,818,8.2,0.3
61,08SC74-106 ,818,4.5,0.19
61,08SC74-181 ,818,4.5,0.21
61,08SC11-58 ,818,6.2,0.32
61,08SC11-31 ,818,7.9,0.27
61,08SC74-109 ,818,12.2,0.23
18,ZMB2-anu-zrn-b-60 ,819,4.3,0.6
61,08SC74-50 ,820,9.7,0.21
61,08SC74-139 ,820,10.8,0.22
61,08SC74-4 ,821,8.3,0.21
61,08SC07-52 ,822,6,0.29
61,08SC74-119 ,823,4.5,0.26
61,08SC74-126 ,823,5.6,0.21
61,08SC07-45 ,823,5.7,0.22
61,08SC07-17 ,823,5.9,0.2
61,08SC74-136 ,823,6,0.27
61,08SC07-31 ,824,3.9,0.25
61,08SC74-121 ,824,5,0.31
61,08SC74-161 ,824,5.1,0.27
61,08SC07-55 ,824,5.8,0.26
61,08SC74-86 ,824,10.3,0.24
61,08SC07-14 ,825,4.1,0.2
61,08SC74-125 ,825,5,0.24
61,08SC74-175 ,825,5.2,0.32
61,08SC74-7 ,825,5.5,0.17
18,CNG2-anu-zrn-b-005 ,825,4.9,0.6
61,08SC74-56 ,827,10,0.18
61,08SC74-146 ,829,4.6,0.23
61,08SC07-38 ,829,6.9,0.26
61,08SC74-29 ,829,9.2,0.23
47,PMOG_P-58.1 ,830,8.2,1
61,08SC74-171 ,830,2.7,0.27
61,08SC07-10 ,830,4.6,0.16
61,08SC74-150 ,830,5.4,0.26
61,08SC74-37 ,830,6.5,0.19
61,08SC11-13 ,830,9.2,0.2
61,08SC74-73 ,830,9.4,0.2
18,NIL-anu-zrn-b-069 ,830,4.3,1
47,PMOG_P-22.1 ,832,7.9,0.7
61,08SC07-3 ,833,2.4,0.39
61,08SC74-91 ,833,3.9,0.17
61,08SC74-152 ,834,5.5,0.28
18,ZMB2-anu-zrn-b-41 ,835,5.7,1
61,08SC74-140 ,835,3.7,0.18
47,PMOG_P-54.1 ,836,5.4,0.6
61,08SC07-5 ,837,7.7,0.23
61,08SC07-49 ,837,9,0.29
18,NGR1-anu-zrn-b-27 ,838,7.1,0.6
37,07SC49@89 ,838,10.3,0.3
61,08SC11-38 ,838,5.3,0.2
61,08SC07-19 ,838,9.3,0.25
61,08SC07-21 ,841,5.9,0.3
61,08SC74-129 ,844,4.3,0.19
61,08SC74-66 ,844,9.1,0.19
61,08SC74-127 ,845,3.8,0.21
61,08SC74-145 ,845,4.2,0.23
61,08SC74-122 ,845,4.6,0.17
61,08SC74-162 ,845,5,0.29
61,08SC07-43 ,845,6.4,0.25
61,08SC74-149 ,847,5.1,0.12
61,08SC74-179 ,848,3.9,0.25
18,NIL-anu-zrn-b-013 ,850,5.9,0.6
61,08SC74-108 ,850,3.7,0.25
61,08SC74-78 ,850,6.5,0.22
18,NIL-anu-zrn-b-031 ,851,6,0.6
18,CNG2-anu-zrn-b-047 ,852,6.4,0.6
61,08SC74-165 ,852,4.3,0.29
61,08SC11-71 ,852,5.5,0.21
65,BB-81 16 ,853,7.6,0.3
61,08SC74-166 ,857,3.3,0.22
61,08SC74-169 ,858,5,0.19
51,CS12-17-6 ,858,6,0.5
61,08SC74-87 ,859,4.6,0.17
61,08SC07-30 ,861,4,0.27
37,07SC65@58 ,863,10.7,0.3
61,08SC07-7 ,865,3.4,0.31
37,07SC49@49 ,868,9.7,0.3
61,08SC31-16 ,868,2.7,0.25
61,08SC74-178 ,870,4.6,0.22
61,08SC74-51 ,872,5.2,0.24
61,08SC74-20 ,874,7.2,0.24
61,08SC11-30 ,875,4.4,0.3
18,CNG2-anu-zrn-b-025 ,875,5,0.6
10,2436-21 ,876,7.6,0.6
54,Calen34/11 ,880,9.7,
18,CNG2-anu-zrn-b-026 ,881,10.1,0.6
18,CNG2-anu-zrn-b-003 ,881,5.7,0.6
37,07SC49@82 ,881,7.6,0.5
61,08SC74-111 ,881,5.3,0.18
61,08SC74-81 ,882,6.5,0.19
37,07SC65@63 ,885,7.9,0.4
51,CS12-17-7 ,892,5.3,0.4
19,08LL06 48 ,895,2.5,0.2
20,HV1.5 ,896,6.7,0.4
61,08SC07-2 ,897,5.5,0.23
8,00W23 ,900,1,
37,07SC65@29 ,900,8.6,0.4
10,2436-05 ,902,7.1,0.4
18,NIL-anu-zrn-b-109 ,906,6.2,0.6
19,08LL07 63 ,907,5.4,0.3
61,08SC74-33 ,908,7.4,0.2
47,PMOG_P-10.1 ,910,8.4,0.6
18,NIL-anu-zrn-b-046 ,912,5.8,0.9
18,ZMB2-anu-zrn-b-04 ,913,7.4,0.6
18,ORG2-anu-zrn-b-17 ,917,1.8,0.7
51,CS12-23-5 ,918,6.4,0.5
51,CS12-17-25 ,919,6.8,0.5
18,CNG2-anu-zrn-b-055 ,919,5.8,0.6
37,07SC49@15 ,920,9.1,0.4
18,NIL-anu-zrn-b-005 ,921,6.1,0.6
10,1774-40 ,922,8.9,0.5
51,CS12-17-12 ,923,8.8,0.8
18,ORG2-anu-zrn-b-42 ,923,7.4,0.6
51,CS12-17-23 ,923,6.5,0.6
18,NGR1-anu-zrn-b-13 ,925,5.6,0.6
18,NGR1-anu-zrn-b-46 ,925,6,0.6
10,2641-62 ,926,7,0.3
18,ZMB2-anu-zrn-b-21 ,926,7.4,0.6
51,CS11-1-26 ,928,9.6,0.7
61,08SC07-8 ,929,6.5,0.23
51,CS12-23-10 ,929,5.1,0.5
51,CS12-23-13 ,929,4.6,0.5
18,NGR1-anu-zrn-b-07 ,931,6.4,0.6
51,CS12-17-18 ,931,6.7,0.7
51,CS12-17-8 ,933,7.7,0.8
18,NIL-anu-zrn-b-070 ,936,4.9,0.9
51,CS12-17-43 ,936,6.3,0.4
47,PMOG-441_41-66 ,937,10,0.3
20,HV1.v8 ,942,10,0.5
18,NGR1-anu-zrn-b-24 ,943,5.4,0.6
37,07SC49@60 ,944,6.1,0.4
37,07SC49@69 ,944,7.8,0.4
37,07SC65@48 ,945,9.8,0.4
59, M0-997  ,945,6.3,0.2
51,CS12-17-16 ,945,6.8,0.8
18,NGR1-anu-zrn-b-19 ,946,6,0.6
51,BBF-11-36 ,946,6.9,0.4
20,KK1.16 ,947,7.6,0.4
20,KK1.16b ,947,8.7,0.6
59, M0-996  ,947,9.3,0.3
18,NIL-anu-zrn-b-073 ,947,5.5,0.6
37,07SC49@03 ,949,5.5,0.4
18,ZMB2-anu-zrn-b-34 ,949,7.5,0.6
10,2641-23 ,950,9.5,1
37,07SC65@91 ,950,5.2,0.3
18,CNG2-anu-zrn-b-044 ,951,5.6,0.6
10,2641-33 ,951,9.1,0.5
51,CS12-23-47 ,951,7.4,0.7
18,ZMB2-anu-zrn-b-42 ,951,8.2,0.9
18,CNG2-anu-zrn-b-075 ,952,6.2,0.6
51,CS12-17-13 ,953,6.7,0.7
18,CNG2-anu-zrn-b-070 ,954,9.4,0.6
18,NIL-anu-zrn-b-086 ,954,7.1,0.6
51,CS12-24-22 ,955,5.8,0.5
51,CS12-24-31 ,955,6.4,0.7
51,CS12-17-22 ,956,5.2,0.4
51,CS12-23-52 ,958,6.3,0.4
18,CNG2-anu-zrn-b-019 ,959,8,0.6
51,BBF-11-56 ,960,5.3,0.6
37,07SC49@71 ,961,6.2,0.3
37,07SC65@78 ,962,7.8,0.3
10,1774-44a ,963,6.2,0.5
37,07SC49@87 ,963,8.3,0.4
37,07SC65@4 ,963,8,0.2
51,BBF-11-76 ,963,4.1,0.3
51,BBF-11-55 ,966,4.8,0.5
18,ZMB2-anu-zrn-b-37 ,968,6.1,1
20,HV1.v11 ,968,8.8,0.5
18,ZMB2-anu-zrn-b-46 ,968,7.2,0.6
18,ZMB2-anu-zrn-b-28 ,968,7.1,0.6
37,07SC49@85 ,970,8.6,0.5
18,ZMB2-anu-zrn-b-40 ,970,6.4,0.9
51,BBF-11-101 ,971,5.8,0.6
51,CS12-24-41 ,971,7.5,0.8
30,n2539-rpt-42 ,971,9.4,0.3
18,NGR1-anu-zrn-b-47 ,972,5.6,0.6
37,07SC49@30 ,973,8.4,0.3
51,CS11-13_37 ,973,5.5,0.2
18,ORG2-anu-zrn-b-13 ,975,5,0.7
51,CS11-13_42 ,976,8.2,0.2
51,CS12-24-42 ,976,8.4,1.1
51,CS12-25-52 ,977,5.8,0.5
18,CNG2-anu-zrn-b-066 ,978,6,0.6
20,BB6.8a ,979,5,0.3
51,CS12-24-52 ,983,6.2,0.5
51,CS12-25-31 ,983,4.6,0.5
51,CS11-18-8 ,984,6.7,0.5
18,NGR1-anu-zrn-b-16 ,984,5.8,0.6
51,CS11-19-29 ,985,5.9,0.4
51,CS12-17-29 ,986,6.4,0.7
30,n2539-rpt-35 ,986,8.4,0.3
30,n2539-rpt-a62 ,986,7.7,0.3
47,PMOG-441_41-64 ,986,5.1,0.3
10,2436-03 ,987,5.5,0.4
51,CS11-18-46 ,988,5.1,0.4
51,CS12-24-39 ,988,8.5,1.1
60,VGt-457 ,988,5.8,0.4
37,07SC65@60 ,990,5.3,0.3
18,ZMB2-anu-zrn-b-22 ,990,7.2,0.6
52,BBF-29-4 ,991,3.4,0.2
37,07SC65@50 ,991,8.2,0.4
51,CS11-19-15 ,991,6.5,0.9
18,ZMB2-anu-zrn-b-35 ,991,6.8,0.6
18,NIL-anu-zrn-b-071 ,991,6.5,0.9
51,BBF-11-81 ,991,6.3,0.6
51,CS12-17-17 ,992,6.9,0.7
37,07SC65@88 ,992,5.9,0.2
18,ZMB2-anu-zrn-b-32 ,992,8.2,0.6
18,ZMB2-anu-zrn-b-24 ,993,6.7,0.6
30,n2539-rpt-9 ,993,6.3,0.3
37,07SC65@40 ,993,7.6,0.4
51,CS11-18-15 ,994,6.6,0.7
51,CS11-18-4 ,994,6.1,0.5
51,CS11-18-6 ,996,6.5,0.5
10,1746-42 ,996,9.5,0.5
55,AC85-9 ,996,7.8,
37,07SC51-1@07 ,997,8,0.3
18,NIL-anu-zrn-b-060 ,997,6.7,0.9
56,S-27-82 200P ,998,7.8,
18,ZMB2-anu-zrn-b-10 ,998,7.1,0.6
51,CS11-13_14 ,999,8.1,0.2
37,07SC49@46 ,999,9.3,0.4
47,PMOG_P-45.1 ,999,7.9,0.7
56,WP57 ,999,7.5,
18,CNG2-anu-zrn-b-071 ,1000,7.7,0.6
56,UCUR-3 ,1000,8.4,
56,VRMB ,1000,7.5,
18,ZMB2-anu-zrn-b-12 ,1000,7.1,0.6
18,NIL-anu-zrn-b-056 ,1000,7.3,1
59, M0-984  ,1001,6.5,0.2
18,NIL-anu-zrn-b-083 ,1001,6.5,0.6
51,CS11-13_26 ,1002,7.3,0.2
18,CNG2-anu-zrn-b-017 ,1002,6.7,0.6
52,CP03-51-4 ,1002,5.7,0.2
51,CS12-23-3 ,1003,6.2,0.7
51,BBF-11-68 ,1003,7.2,0.8
18,CNG2-anu-zrn-b-093 ,1004,7.3,0.6
20,KK1.3 ,1004,4,0.4
51,CS12-24-54 ,1006,8.2,0.9
51,CS12-17-39 ,1006,7.9,0.8
18,ORG2-anu-zrn-b-18 ,1007,7,0.7
37,07SC49@39 ,1007,5.8,0.3
56,Z7 200 ,1007,7.5,
51,CS11-18-39 ,1007,7.9,0.8
18,ZMB2-anu-zrn-b-36 ,1008,7.1,1
56,SI64-1 ,1009,8.2,
59, M0-1288  ,1009,8.9,0.2
18,CNG2-anu-zrn-b-084 ,1010,5.5,0.6
10,1774-80 ,1010,4.6,0.6
20,HV1.13 ,1010,6.4,0.6
56,Z5 200P ,1010,8.1,
56,Z5 200R ,1010,6.7,
51,CS11-20-5 ,1010,5.5,0.3
37,07SC65@65 ,1011,6.2,0.4
56,S-23-82 ,1011,7.2,
18,ORG2-anu-zrn-b-65 ,1011,6.6,0.6
18,CNG2-anu-zrn-b-014 ,1013,6.6,0.6
18,ZMB2-anu-zrn-b-30 ,1014,7.1,0.6
18,ZMB2-anu-zrn-b-18 ,1014,7.7,0.6
18,CNG2-anu-zrn-b-035 ,1014,7.5,0.6
51,BBF-11-105 ,1014,4.9,0.4
18,ORG2-anu-zrn-b-12 ,1015,1.2,0.7
52,CP04-45-26 ,1015,5.4,0.2
10,2606-24 ,1015,7.1,0.4
51,CS12-17-58 ,1015,5.8,0.6
5,RNZ49 ,1016,5.8,
61,08SC74-58 ,1016,10.8,0.14
18,ZMB2-anu-zrn-b-45 ,1016,8.6,1
51,CS11-20-30 ,1016,5.6,0.5
51,CS12-17-24 ,1017,9.8,0.9
18,ORG2-anu-zrn-b-77 ,1017,8.6,0.5
10,2436-19 ,1018,10,0.6
47,PMOG-233_33-26 ,1018,6.8,0.3
18,ZMB2-anu-zrn-b-08 ,1018,6.6,0.6
18,ZMB2-anu-zrn-b-53 ,1019,6.3,0.5
51,CS11-20-32 ,1019,7,0.6
51,CS11-13_07 ,1019,6.6,0.2
56,Z10 200R ,1019,7.3,
52,BBF-29-24 ,1020,4.9,0.5
37,07SC49@21 ,1020,6.9,0.3
10,2641-44 ,1021,5.2,0.6
56,S-25-82 200P ,1021,5.7,
52,CP03-51-58 ,1022,6.7,0.2
18,NIL-anu-zrn-b-085 ,1022,7,0.6
49,MM26302 10 ,1022,6.5,0.6
49,MM26302 11 ,1022,6.8,0.6
49,MM26302 13 ,1022,5.8,0.7
49,MM26302 16 ,1022,6.8,0.7
49,MM26302 17 ,1022,6,0.7
49,MM26302 18 ,1022,6.8,0.7
49,MM26302 25 ,1022,7,0.7
49,MM26302 26 ,1022,6.9,0.7
49,MM26302 27 ,1022,7.8,0.7
49,MM26302 4 ,1022,7,0.7
49,MM26302 5 ,1022,6.6,0.7
49,MM26302 6 ,1022,5.5,0.6
10,1746-30 ,1023,7.3,0.4
10,2436-04 ,1023,9.5,0.4
37,07SC65@82 ,1023,7.4,0.4
18,CNG2-anu-zrn-b-027 ,1023,8.5,0.6
51,CS11-20-23 ,1024,5.6,0.5
18,CNG2-anu-zrn-b-082 ,1024,7.4,0.6
18,ORG2-anu-zrn-b-53 ,1024,7,0.6
51,CS11-13_84 ,1024,5.5,0.2
56,Z1 200 ,1025,8,
18,ORG2-anu-zrn-b-04 ,1026,7.7,0.7
18,NIL-anu-zrn-b-040 ,1027,8,0.9
18,CNG2-anu-zrn-b-073 ,1027,5.4,0.6
18,ZMB2-anu-zrn-b-47 ,1028,7.5,0.6
51,CS12-17-15 ,1028,6.5,0.6
10,1774-63 ,1028,6.1,0.6
56,Z6 200 ,1028,8.2,
18,ORG2-anu-zrn-b-78 ,1028,7.3,0.5
18,CNG2-anu-zrn-b-048 ,1029,7.6,0.6
10,2641-36 ,1030,9.5,0.6
47,PMOG-441_41-39 ,1030,4.3,0.3
52,CP04-27-70 ,1031,6.3,0.2
60,vgt-146 ,1031,6.1,0.2
51,CS12-24-1 ,1031,6.8,0.6
18,ZMB2-anu-zrn-b-07 ,1032,7.2,0.6
51,CS11-19-57b ,1032,7.2,0.6
47,PMOG-441_41-15 ,1032,8.8,0.3
18,CNG2-anu-zrn-b-074 ,1033,6.1,0.6
10,1774-03 ,1033,10.7,0.5
56,PLPEG NM1 ,1034,6.6,
18,ORG2-anu-zrn-b-19 ,1034,6.5,0.8
18,NIL-anu-zrn-b-064 ,1034,7.1,1
18,ZMB2-anu-zrn-b-57 ,1035,8.6,0.6
18,ORG2-anu-zrn-b-50 ,1035,7.2,0.5
49,MM2247 13 ,1035,5.8,1.1
49,MM2247 13 ,1035,6.5,1.2
49,MM2247 14 ,1035,4.7,0.9
49,MM2247 14 ,1035,4.7,0.9
49,MM2247 14 ,1035,5.1,0.9
49,MM2247 14 ,1035,5.5,0.9
49,MM2247 14 ,1035,6,1
49,MM2247 14 ,1035,7.6,1.2
18,NIL-anu-zrn-b-080 ,1036,6.1,0.6
51,CS12-17-54 ,1036,6.7,0.8
51,CS12-23-55 ,1037,5.5,0.7
47,PMOG-233_33-4 ,1037,6.8,0.3
49,SA3-01 10 ,1037,5.5,0.7
49,SA3-01 12a ,1037,6.8,0.7
49,SA3-01 12b ,1037,6.9,0.7
49,SA3-01 13 ,1037,6.4,0.7
49,SA3-01 15 ,1037,6.6,0.8
49,SA3-01 16 ,1037,6.8,0.8
49,SA3-01 17 ,1037,6.5,0.7
49,SA3-01 18 ,1037,5.9,0.7
49,SA3-01 19a ,1037,6.6,0.8
49,SA3-01 19b ,1037,7.2,0.7
49,SA3-01 22 ,1037,6.9,0.8
49,SA3-01 24 ,1037,6.5,0.8
49,SA3-01 33a ,1037,6.6,0.7
49,SA3-01 33b ,1037,7.1,0.7
49,SA3-01 33c ,1037,6.8,0.7
49,SA3-01 38 ,1037,6.9,0.8
49,SA3-01 4 ,1037,5.9,0.7
49,SA3-01 45 ,1037,6.3,0.8
49,SA3-01 5 ,1037,6,0.7
49,SA3-01 7 ,1037,6.8,0.7
18,ORG2-anu-zrn-b-43 ,1037,8.1,0.6
18,CNG2-anu-zrn-b-072 ,1037,5.9,0.6
60,vgt-100 ,1038,6.8,0.2
59, M0-1100  ,1040,8.6,0.4
52,CP04-2-51 ,1040,5.4,0.2
18,ORG2-anu-zrn-b-72 ,1041,7.5,0.5
51,CS12-23-28 ,1042,5.4,0.5
51,CS11-19-41 ,1042,5.3,0.4
49,ROG80 11 ,1043,5.3,1
49,ROG80 11 ,1043,5.9,1
49,ROG80 11 ,1043,6,1
49,ROG80 11 ,1043,6,1
49,ROG80 11 ,1043,6.3,1
49,ROG80 12 ,1043,4.9,1
49,ROG80 12 ,1043,5.3,0.9
49,ROG80 12 ,1043,6.4,1.3
49,ROG80 13 ,1043,7.1,1
60,p11-102 ,1043,7.2,0.4
18,NIL-anu-zrn-b-078 ,1044,4.7,0.6
51,CS11-6_31 ,1044,10.1,0.2
51,CS11-13_79 ,1044,6.8,0.2
60,VGt-434 ,1045,6.5,0.4
51,CS12-24-45 ,1046,5.1,0.5
60,vgt-071 ,1046,5.9,0.2
18,CNG2-anu-zrn-b-054 ,1047,5.3,0.6
52,BBF-29-45 ,1047,6,0.6
51,CS11-13_69 ,1048,6.4,0.2
51,CS11-13_55 ,1048,6.5,0.2
10,2436-35 ,1048,9.6,0.4
20,HV1.1a ,1048,4.8,0.6
51,CS11-13_06 ,1048,4.8,0.2
52,BBF-29-9 ,1048,3.9,0.4
18,CNG2-anu-zrn-b-004 ,1049,6.8,0.6
10,2436-17 ,1049,10.4,0.6
55,AM86-10 ,1049,8.5,
56,9-23-85-6 ,1049,8,
56,AM86-11 ,1049,7.5,
56,AM86-14 ,1049,5.6,
56,AM86-4 ,1049,9.1,
60,VGt-323 ,1049,5.4,0.4
51,CS11-13_02 ,1050,6.9,0.2
59, M0-1269  ,1050,5.6,0.1
51,CS11-19-60 ,1050,5.8,0.5
51,CS12-25-33 ,1051,6.6,0.7
35,07LSC5_25.1 ,1051,7.6,0.5
59, M0-1017  ,1051,7.1,0.2
44,AM86-7 ,1052,8.1,
56,WP12A 200P ,1052,7.6,
18,ZMB2-anu-zrn-b-59 ,1053,8.3,0.6
51,CS12-24-57 ,1053,5.9,0.6
35,07LSC6_11.1 ,1053,5.2,0.6
51,CS11-20-21 ,1053,7.1,0.7
52,CP03-51-21 ,1053,6.8,0.2
56,PLG M10 ,1055,5.7,
59, M0-1086  ,1055,6.5,0.4
18,ZMB2-anu-zrn-b-54 ,1056,6.8,0.5
56,S-26-82 ,1056,8.2,
52,CP04-2-60 ,1057,5.9,0.2
18,ORG2-anu-zrn-b-76 ,1058,6.7,0.5
18,CNG2-anu-zrn-b-086 ,1060,7.3,0.6
60,VGt-565 ,1061,8.6,0.2
51,CS11-20-66 ,1061,7.8,1
18,CNG2-anu-zrn-b-016 ,1062,6.9,0.6
10,2641-63 ,1062,6.5,0.8
20,HV1.v10 ,1062,7.7,0.3
51,CS12-17-40 ,1063,6.2,0.5
51,CS12-25-39 ,1065,4.9,0.5
37,07SC49@13 ,1065,6.1,0.4
57,91500,1065,9.9,
18,ZMB2-anu-zrn-b-49 ,1066,6.3,0.6
59, M0-1011  ,1066,8.1,0.2
18,ORG2-anu-zrn-b-71 ,1066,5.7,0.5
30,n2539-rpt-23 ,1067,6.9,0.3
51,CS12-24-40 ,1067,5.6,0.6
51,CS12-17-20 ,1067,5.2,0.5
10,2641-28 ,1068,10,1
10,2641-37 ,1068,6,0.7
51,CS11-13_52 ,1069,6,0.2
51,CS12-17-38 ,1069,6.6,0.8
51,CS12-17-14 ,1069,11,1.5
51,CS12-24-60 ,1070,6.8,0.7
18,NIL-anu-zrn-b-019 ,1070,4.2,0.6
51,CS12-23-35 ,1070,3.3,0.3
18,ORG2-anu-zrn-b-62 ,1070,9.8,0.6
52,CP04-27-13 ,1070,2.6,0.3
52,CP03-51-44 ,1071,5.4,0.2
51,CS12-23-21 ,1071,7,0.7
30,n2539-rpt-21 ,1071,7.1,0.3
18,CNG2-anu-zrn-b-012 ,1071,3.6,0.6
18,ORG2-anu-zrn-b-02 ,1071,8.2,0.7
51,CS12-23-12 ,1071,5.3,0.5
52,CP04-2-8 ,1072,4.6,0.2
51,CS12-23-11 ,1072,6.1,0.6
20,CM1.19 ,1072,8.3,0.4
51,CS12-17-36 ,1072,9.6,1
20,CM1.5 ,1073,5.4,0.7
55,AM87-8 ,1073,8.1,
51,BBF-11-106 ,1073,5.8,0.6
18,ZMB2-anu-zrn-b-58 ,1074,7.5,0.6
51,CS11-13_71 ,1074,9.1,0.2
37,07SC49@01 ,1074,5.3,0.2
51,CS11-13_09 ,1074,6.5,0.2
18,ORG2-anu-zrn-b-30 ,1074,9.2,1.1
56,LH86-7 ,1076,8.1,
18,ORG2-anu-zrn-b-41 ,1076,8.1,0.5
51,CS12-23-48 ,1076,6.9,0.6
52,CP03-39-45 ,1076,6.7,0.2
51,CS11-13_74 ,1077,8,0.3
10,2346-18 ,1077,7.3,0.5
30,n2539-rpt-b68 ,1077,6.1,0.4
56,CQA809 ,1077,7.5,
51,CS12-24-25 ,1077,6.1,0.6
20,HV1.s19 ,1078,5.3,0.3
51,CS12-17-48 ,1078,6.5,0.8
51,CS11-20-3 ,1078,4.7,0.3
51,CS12-17-50 ,1079,5.8,0.8
35,07LSC3_38.1 ,1079,4.6,0.5
51,CS12-25-5 ,1079,6.4,0.6
18,ORG2-anu-zrn-b-45 ,1080,9,0.6
10,2436-64 ,1080,6.9,0.4
56,AM87-7 ,1080,8.8,
56,St. Urbain ,1080,6.4,
52,CP03-51-39 ,1081,8.7,0.2
52,CP04-27-69 ,1081,6.4,0.2
10,2346-30 ,1081,7.7,0.5
51,CS11-19-34 ,1082,5.6,0.5
37,07SC49@52 ,1082,5.9,0.5
55,AM87-10 ,1082,8,
56,PTG-8 ,1082,5.8,
51,CS12-23-31 ,1083,6.2,0.6
18,ORG2-anu-zrn-b-37 ,1083,7.4,0.6
18,ORG2-anu-zrn-b-63 ,1084,6.3,0.6
43,AM86-8 ,1084,8,
52,BBF-29-68 ,1085,5.3,0.4
37,07SC49@22 ,1085,9.3,0.3
55,AM87-9 ,1085,8.3,
59, M0-1244  ,1085,4.9,0.2
59, M0-1248  ,1086,5.2,0.1
18,ORG2-anu-zrn-b-49 ,1087,7.9,0.5
30,n2539-rpt-b47 ,1087,6.2,0.3
47,PMOG-233_33-67 ,1087,5.5,0.3
52,CP03-39-19 ,1087,8.7,0.2
10,1774-74 ,1088,6,0.6
62,FS07-1 ,1088,7.4,0.33
18,ORG2-anu-zrn-b-29 ,1088,7.4,0.9
51,CS12-23-44 ,1088,4.6,0.5
10,1774-50 ,1089,7.8,0.5
52,CP03-51-45 ,1091,5.4,0.2
51,BBF-11-61 ,1091,5.7,0.5
18,ZMB2-anu-zrn-b-72 ,1092,7.7,0.6
18,ORG2-anu-zrn-b-64 ,1093,8,0.5
51,CS11-19-60b ,1093,6.9,0.4
52,CP03-39-14 ,1093,4,0.3
51,BBF-11-70 ,1094,11.7,1.4
52,CP04-2-1 ,1095,8.2,0.2
51,CS12-23-33 ,1095,5.5,0.6
35,07LSC6_24.1 ,1095,5.6,0.2
55,9-23-85-5 ,1095,8.6,
52,CP03-51-9 ,1095,5.9,0.2
20,KK1.10 ,1096,6.1,0.3
43,AM86-6 ,1096,7.8,
43,NOFO-1 ,1096,8.5,
47,PMOG_P-21 ,1096,4.1,0.4
55,AM86-13 ,1096,8.2,
55,AM86-3 ,1096,8.8,
56,AM87-6 ,1096,6.5,
52,BBF-29-3 ,1096,6.8,0.8
51,CS12-17-46 ,1098,6.8,0.8
18,ORG2-anu-zrn-b-67 ,1100,8.6,0.5
47,PMOG-233_33-47 ,1100,10.3,0.3
56,B-15 ,1100,7.5,
56,S-25-82 200R ,1100,6,
56,WP85 200 ,1100,7.6,
